"CO_CID","DS_CID"
"X899","Agressão por meio out. prod. quím./subst. nocivas espec. - local não especificado"
"X900","Agressão por meio prod. quím./subst. nocivas não espec. - residência"
"X901","Agressão por meio prod. quím./subst. nocivas não espec. - habitação coletiva"
"X902","Agressão por meio prod. quím./subst. nocivas não espec. - escolas, out. inst. e área admin. pública"
"X903","Agressão por meio prod. quím./subst. nocivas não espec. - área para a prática de esporte e atletismo"
"X904","Agressão por meio prod. quím./subst. nocivas não espec. - rua e estrada"
"X905","Agressão por meio prod. quím./subst. nocivas não espec. - áreas de comércio e de serviços"
"X906","Agressão por meio prod. quím./subst. nocivas não espec. - áreas industriais e em construção"
"X907","Agressão por meio prod. quím./subst. nocivas não espec. - fazenda"
"X908","Agressão por meio prod. quím./subst. nocivas não espec. - outros locais especificados"
"X909","Agressão por meio prod. quím./subst. nocivas não espec. - local não especificado"
"X910","Agressão por meio de enforc., estrang. e sufocação - residência"
"X911","Agressão por meio de enforc., estrang. e sufocação - habitação coletiva"
"X912","Agressão por meio de enforc., estrang. e sufocação - escolas, out. instit. e áreas de admin. pública"
"X913","Agressão por meio de enforc., estrang. e sufocação - área para a prática de esportes e atletismo"
"X914","Agressão por meio de enforc., estrang. e sufocação - rua e estrada"
"X915","Agressão por meio de enforc., estrang. e sufocação - áreas de comércio e de serviços"
"X916","Agressão por meio de enforc., estrang. e sufocação - áreas industriais e em construção"
"X917","Agressão por meio de enforc., estrang. e sufocação - fazenda"
"X918","Agressão por meio de enforc., estrang. e sufocação - outros locais especificados"
"X919","Agressão por meio de enforc., estrang. e sufocação - local não especificado"
"X920","Agressão por meio de afogamento e submersão - residência"
"X921","Agressão por meio de afogamento e submersão - habitação coletiva"
"X922","Agressão por meio de afogamento e submersão - escolas, outras inst. e áreas de administração pública"
"X923","Agressão por meio de afogamento e submersão - área para a prática de esportes e atletismo"
"X924","Agressão por meio de afogamento e submersão - rua e estrada"
"X925","Agressão por meio de afogamento e submersão - áreas de comércio e de serviços"
"X926","Agressão por meio de afogamento e submersão - áreas industriais e em construção"
"X927","Agressão por meio de afogamento e submersão - fazenda"
"X928","Agressão por meio de afogamento e submersão - outros locais especificados"
"X929","Agressão por meio de afogamento e submersão - local não especificado"
"X930","Agressão por meio de disparo de arma de fogo de mão - residência"
"X931","Agressão por meio de disparo de arma de fogo de mão - habitação coletiva"
"X932","Agressão por meio de disparo de arma de fogo de mão - escolas, out. inst. e áreas de admin. pública"
"X933","Agressão por meio de disparo de arma de fogo de mão - área para a prática de esportes e atletismo"
"X934","Agressão por meio de disparo de arma de fogo de mão - rua e estrada"
"X935","Agressão por meio de disparo de arma de fogo de mão - áreas de comércio e de serviços"
"X936","Agressão por meio de disparo de arma de fogo de mão - áreas industriais e em construção"
"X937","Agressão por meio de disparo de arma de fogo de mão - fazenda"
"X938","Agressão por meio de disparo de arma de fogo de mão - outros locais especificados"
"X939","Agressão por meio de disparo de arma de fogo de mão - local não especificado"
"X940","Agressão por meio de disparo de arma de fogo de > calibre - residência"
"X941","Agressão por meio de disparo de arma de fogo de > calibre - habitação coletiva"
"X942","Agressão por meio de disparo de arma de fogo de > calibre - escolas, out. inst. e área de adm. públ."
"X943","Agressão por meio de disparo de arma de fogo de > calibre - área p/a prática de esportes e atletismo"
"X944","Agressão por meio de disparo de arma de fogo de > calibre - rua e estrada"
"X945","Agressão por meio de disparo de arma de fogo de > calibre - áreas de comércio e de serviços"
"X946","Agressão por meio de disparo de arma de fogo de > calibre - áreas industriais e em construção"
"X947","Agressão por meio de disparo de arma de fogo de > calibre - fazenda"
"X948","Agressão por meio de disparo de arma de fogo de > calibre - outros locais especificados"
"X949","Agressão por meio de disparo de arma de fogo de > calibre - local não especificado"
"X950","Agressão por meio de disparo de arma não especificada - residência"
"X951","Agressão por meio de disparo de arma não especificada - habitação coletiva"
"X952","Agressão por meio de disparo de arma não especificada - escolas, out. inst. e área de admin. pública"
"X953","Agressão por meio de disparo de arma não especificada - área para a prática de esportes e atletismo"
"X954","Agressão por meio de disparo de arma não especificada - rua e estrada"
"X955","Agressão por meio de disparo de arma não especificada - áreas de comércio e de serviços"
"X956","Agressão por meio de disparo de arma não especificada - áreas industriais e em construção"
"X957","Agressão por meio de disparo de arma não especificada - fazenda"
"X958","Agressão por meio de disparo de arma não especificada - outros locais especificados"
"X959","Agressão por meio de disparo de arma não especificada - local não especificado"
"X960","Agressão por meio de material explosivo - residência"
"X961","Agressão por meio de material explosivo - habitação coletiva"
"X962","Agressão por meio de material explosivo - escolas, outras instituições e áreas de administ. pública"
"X963","Agressão por meio de material explosivo - área para a prática de esportes e atletismo"
"X964","Agressão por meio de material explosivo - rua e estrada"
"X965","Agressão por meio de material explosivo - áreas de comércio e de serviços"
"X966","Agressão por meio de material explosivo - áreas industriais e em construção"
"X967","Agressão por meio de material explosivo - fazenda"
"X968","Agressão por meio de material explosivo - outros locais especificados"
"X969","Agressão por meio de material explosivo - local não especificado"
"X970","Agressão por meio de fumaça, fogo e chamas - residência"
"X971","Agressão por meio de fumaça, fogo e chamas - habitação coletiva"
"X972","Agressão por meio de fumaça, fogo e chamas - escolas, outras instit. e áreas de administ. pública"
"X973","Agressão por meio de fumaça, fogo e chamas - área para a prática de esportes e atletismo"
"X974","Agressão por meio de fumaça, fogo e chamas - rua e estrada"
"X975","Agressão por meio de fumaça, fogo e chamas - áreas de comércio e de serviços"
"X976","Agressão por meio de fumaça, fogo e chamas - áreas industriais e em construção"
"X977","Agressão por meio de fumaça, fogo e chamas - fazenda"
"X978","Agressão por meio de fumaça, fogo e chamas - outros locais especificados"
"X979","Agressão por meio de fumaça, fogo e chamas - local não especificado"
"X980","Agressão por meio de vapor dágua, gases ou obj. quentes - residência"
"X981","Agressão por meio de vapor dágua, gases ou obj. quentes - habitação coletiva"
"X982","Agressão por meio de vapor dágua, gases ou obj. quentes - escola, out. inst. e área de admin. públ."
"X983","Agressão por meio de vapor dágua, gases ou obj. quentes - área p/a prática de esportes e atletismo"
"X984","Agressão por meio de vapor dágua, gases ou obj. quentes - rua e estrada"
"X985","Agressão por meio de vapor dágua, gases ou obj. quentes - áreas de comércio e de serviços"
"X986","Agressão por meio de vapor dágua, gases ou obj. quentes - áreas industriais e em construção"
"X987","Agressão por meio de vapor dágua, gases ou obj. quentes - fazenda"
"X988","Agressão por meio de vapor dágua, gases ou obj. quentes - outros locais especificados"
"X989","Agressão por meio de vapor dágua, gases ou obj. quentes - local não especificado"
"X990","Agressão por meio de objeto cortante ou penetrante - residência"
"X991","Agressão por meio de objeto cortante ou penetrante - habitação coletiva"
"X992","Agressão por meio de objeto cortante ou penetrante - escolas, out. inst. e áreas de admin. pública"
"X993","Agressão por meio de objeto cortante ou penetrante - área para a prática de esportes e atletismo"
"X994","Agressão por meio de objeto cortante ou penetrante - rua e estrada"
"X995","Agressão por meio de objeto cortante ou penetrante - áreas de comércio e de serviços"
"X996","Agressão por meio de objeto cortante ou penetrante - áreas industriais e em construção"
"X997","Agressão por meio de objeto cortante ou penetrante - fazenda"
"X998","Agressão por meio de objeto cortante ou penetrante - outros locais especificados"
"X999","Agressão por meio de objeto cortante ou penetrante - local não especificado"
"Y000","Agressão por meio de um obj. contundente - residência"
"Y001","Agressão por meio de um obj. contundente - habitação coletiva"
"Y002","Agressão por meio de um obj. contundente - escolas, outras instit. e áreas de administ. pública"
"Y003","Agressão por meio de um obj. contundente - área para a prática de esportes e atletismo"
"Y004","Agressão por meio de um obj. contundente - rua e estrada"
"Y005","Agressão por meio de um obj. contundente - áreas de comércio e de serviços"
"Y006","Agressão por meio de um obj. contundente - áreas industriais e em construção"
"Y007","Agressão por meio de um obj. contundente - fazenda"
"Y008","Agressão por meio de um obj. contundente - outros locais especificados"
"Y009","Agressão por meio de um obj. contundente - local não especificado"
"Y010","Agressão por meio de proj. de lugar elevado - residência"
"Y011","Agressão por meio de proj. de lugar elevado - habitação coletiva"
"Y012","Agressão por meio de proj. de lugar elevado - escolas, outras instit. e áreas de administ. pública"
"Y013","Agressão por meio de proj. de lugar elevado - área para a prática de esportes e atletismo"
"Y014","Agressão por meio de proj. de lugar elevado - rua e estrada"
"Y015","Agressão por meio de proj. de lugar elevado - áreas de comércio e de serviços"
"Y016","Agressão por meio de proj. de lugar elevado - áreas industriais e em construção"
"Y017","Agressão por meio de proj. de lugar elevado - fazenda"
"Y018","Agressão por meio de proj. de lugar elevado - outros locais especificados"
"Y019","Agressão por meio de proj. de lugar elevado - local não especificado"
"Y020","Agressão por meio de proj./coloc. vít. diante obj. movim. - residência"
"Y021","Agressão por meio de proj./coloc. vít. diante obj. movim. - habitação coletiva"
"Y022","Agressão por meio de proj./coloc. vít. diante obj. movim. - escolas, out. instit. e áreas adm. públ."
"Y023","Agressão por meio de proj./coloc. vít. diante obj. movim. - área para prát. de esportes e atletismo"
"Y024","Agressão por meio de proj./coloc. vít. diante obj. movim. - rua e estrada"
"Y025","Agressão por meio de proj./coloc. vít. diante obj. movim. - áreas de comércio e de serviços"
"Y026","Agressão por meio de proj./coloc. vít. diante obj. movim. - áreas industriais e em construção"
"Y027","Agressão por meio de proj./coloc. vít. diante obj. movim. - fazenda"
"Y028","Agressão por meio de proj./coloc. vít. diante obj. movim. - outros locais especificados"
"Y029","Agressão por meio de proj./coloc. vít. diante obj. movim. - local não especificado"
"Y030","Agressão por meio de impacto de um veíc. a motor - residência"
